Date,Price,Open,High,Low,Vol.,Change %
29/01/2014,7.764,7.7647,7.7654,7.762,,-0.02%
28/01/2014,7.7652,7.766,7.7674,7.7625,,-0.01%
27/01/2014,7.7662,7.762,7.7678,7.7608,,0.05%
24/01/2014,7.7627,7.7586,7.7649,7.758,,0.05%
23/01/2014,7.7589,7.7579,7.759,7.757,,0.01%
22/01/2014,7.7581,7.757,7.759,7.756,,0.01%
21/01/2014,7.7571,7.7564,7.7575,7.7557,,0.01%
20/01/2014,7.7566,7.7552,7.7571,7.755,,0.02%
17/01/2014,7.7553,7.7546,7.7565,7.7539,,0.01%
16/01/2014,7.7548,7.7541,7.7552,7.7536,,0.01%
15/01/2014,7.7542,7.7541,7.7548,7.7535,,0.00%
14/01/2014,7.7542,7.7542,7.755,7.7535,,0.00%
13/01/2014,7.7544,7.7543,7.7551,7.7533,,0.00%
10/1/2014,7.7546,7.754,7.7556,7.7536,,0.00%
9/1/2014,7.7544,7.7539,7.755,7.7536,,0.01%
8/1/2014,7.754,7.7543,7.755,7.7534,,-0.01%
7/1/2014,7.7545,7.7545,7.7547,7.7534,,0.00%
6/1/2014,7.7546,7.7543,7.7552,7.7537,,0.01%
3/1/2014,7.754,7.7537,7.7552,7.7534,,0.00%
2/1/2014,7.7538,7.7537,7.7546,7.753,,0.00%
1/1/2014,7.7535,7.7538,7.7545,7.753,,-0.01%
31/12/2013,7.7539,7.7545,7.755,7.753,,-0.01%
30/12/2013,7.7547,7.7542,7.7553,7.7535,,0.00%
27/12/2013,7.755,7.7551,7.7557,7.7535,,0.00%
26/12/2013,7.7553,7.7547,7.7557,7.7538,,0.01%
25/12/2013,7.7548,7.7545,7.7556,7.7539,,0.00%
24/12/2013,7.7546,7.7535,7.7553,7.753,,0.01%
23/12/2013,7.7538,7.754,7.7547,7.753,,-0.01%
20/12/2013,7.7545,7.7535,7.7555,7.753,,0.01%
19/12/2013,7.7536,7.7522,7.7541,7.7516,,0.02%
18/12/2013,7.7524,7.7524,7.753,7.7515,,0.00%
17/12/2013,7.7525,7.7533,7.7537,7.752,,-0.01%
16/12/2013,7.7533,7.7531,7.7539,7.7525,,-0.01%
13/12/2013,7.7538,7.7531,7.7541,7.7525,,0.00%
12/12/2013,7.7538,7.7541,7.7546,7.7528,,-0.01%
11/12/2013,7.7543,7.7534,7.7549,7.7526,,0.01%
10/12/2013,7.7537,7.753,7.7539,7.7524,,0.01%
9/12/2013,7.7532,7.7544,7.7549,7.7526,,-0.02%
6/12/2013,7.7545,7.7538,7.7552,7.7532,,0.01%
5/12/2013,7.754,7.7526,7.7544,7.7525,,0.01%
4/12/2013,7.7529,7.7524,7.7538,7.7518,,0.01%
3/12/2013,7.7524,7.7519,7.7527,7.7514,,0.01%
2/12/2013,7.752,7.7525,7.7534,7.7514,,-0.01%
29/11/2013,7.7528,7.752,7.7532,7.7519,,0.00%
28/11/2013,7.7525,7.7528,7.7534,7.7517,,-0.01%
27/11/2013,7.753,7.7522,7.7531,7.7513,,0.01%
26/11/2013,7.7523,7.7527,7.753,7.7516,,-0.01%
25/11/2013,7.7527,7.752,7.7531,7.7518,,-0.01%
22/11/2013,7.7531,7.7523,7.7543,7.7515,,0.01%
21/11/2013,7.7525,7.7514,7.753,7.751,,0.01%
20/11/2013,7.7517,7.7514,7.7521,7.7509,,0.00%
19/11/2013,7.7516,7.7521,7.7528,7.7509,,-0.01%
18/11/2013,7.7523,7.7535,7.7539,7.7515,,-0.02%
15/11/2013,7.7539,7.753,7.7548,7.7528,,0.00%
14/11/2013,7.7537,7.7531,7.7538,7.7525,,0.01%
13/11/2013,7.7532,7.7528,7.7536,7.7523,,0.00%
12/11/2013,7.753,7.7524,7.7535,7.752,,0.00%
11/11/2013,7.7527,7.7516,7.7534,7.7511,,0.01%
8/11/2013,7.7517,7.7517,7.752,7.751,,0.00%
7/11/2013,7.7516,7.7517,7.7521,7.751,,0.00%
6/11/2013,7.7516,7.7515,7.7522,7.751,,0.00%
5/11/2013,7.7518,7.7518,7.7522,7.7509,,0.00%
4/11/2013,7.7518,7.7522,7.7527,7.7512,,0.00%
1/11/2013,7.7521,7.7531,7.7536,7.7515,,-0.01%
31/10/2013,7.753,7.7532,7.754,7.7523,,-0.01%
30/10/2013,7.7534,7.7531,7.754,7.752,,0.00%
29/10/2013,7.7535,7.7532,7.7538,7.7522,,0.00%
28/10/2013,7.7534,7.7533,7.754,7.7526,,-0.01%
25/10/2013,7.7538,7.7536,7.7548,7.7526,,-0.01%
24/10/2013,7.7543,7.7532,7.7557,7.7519,,0.01%
23/10/2013,7.7533,7.7523,7.7534,7.7515,,0.01%
22/10/2013,7.7526,7.7521,7.7532,7.7518,,0.00%
21/10/2013,7.7523,7.7527,7.7538,7.7518,,-0.02%
18/10/2013,7.754,7.754,7.7546,7.7525,,0.00%
17/10/2013,7.7542,7.7546,7.755,7.7533,,-0.01%
16/10/2013,7.7546,7.7544,7.7547,7.7533,,0.00%
15/10/2013,7.7546,7.754,7.755,7.7537,,0.00%
14/10/2013,7.7545,7.7541,7.7553,7.7535,,0.00%
11/10/2013,7.7542,7.7547,7.7551,7.7535,,-0.01%
10/10/2013,7.7547,7.7542,7.755,7.7535,,0.00%
9/10/2013,7.7545,7.7539,7.7546,7.7534,,0.00%
8/10/2013,7.7542,7.7543,7.7548,7.753,,0.00%
7/10/2013,7.7544,7.7542,7.7548,7.7536,,0.00%
4/10/2013,7.7546,7.754,7.7549,7.7535,,0.00%
3/10/2013,7.7543,7.7543,7.7548,7.7536,,0.00%
2/10/2013,7.7545,7.7537,7.7557,7.7535,,0.01%
1/10/2013,7.7541,7.7558,7.7562,7.753,,-0.02%
30/09/2013,7.756,7.7538,7.7561,7.7534,,0.02%
27/09/2013,7.7543,7.7538,7.7553,7.7532,,0.00%
26/09/2013,7.754,7.7536,7.7546,7.753,,0.00%
25/09/2013,7.7539,7.753,7.7547,7.7527,,0.00%
24/09/2013,7.7537,7.7532,7.7541,7.7525,,0.01%
23/09/2013,7.7533,7.7528,7.7539,7.7524,,0.00%
20/09/2013,7.7531,7.7535,7.7546,7.752,,-0.01%
19/09/2013,7.754,7.7535,7.7547,7.7528,,0.00%
18/09/2013,7.754,7.7538,7.7551,7.753,,0.00%
17/09/2013,7.754,7.754,7.7549,7.753,,0.00%
16/09/2013,7.7541,7.7539,7.7546,7.753,,-0.01%
13/09/2013,7.7546,7.7538,7.755,7.7533,,0.01%
12/9/2013,7.754,7.7541,7.7547,7.753,,-0.01%
11/9/2013,7.7545,7.754,7.7556,7.7536,,0.00%
10/9/2013,7.7547,7.7546,7.7553,7.7534,,0.00%
9/9/2013,7.7549,7.7549,7.7564,7.7543,,0.00%
6/9/2013,7.755,7.7552,7.7565,7.7545,,-0.01%
5/9/2013,7.7554,7.7551,7.7561,7.7545,,0.00%
4/9/2013,7.7553,7.7544,7.757,7.7539,,0.01%
3/9/2013,7.7547,7.7541,7.7554,7.7535,,0.00%
2/9/2013,7.7545,7.7547,7.7553,7.7535,,-0.01%
30/08/2013,7.755,7.7552,7.7562,7.7535,,-0.01%
29/08/2013,7.7555,7.7557,7.7559,7.754,,-0.01%
28/08/2013,7.7561,7.7565,7.7571,7.7545,,-0.01%
27/08/2013,7.7565,7.7556,7.7574,7.7549,,0.01%
26/08/2013,7.7561,7.755,7.7561,7.7545,,0.02%
23/08/2013,7.7549,7.7554,7.7563,7.7537,,-0.01%
22/08/2013,7.7557,7.7543,7.7561,7.754,,0.01%
21/08/2013,7.7546,7.7545,7.7553,7.7537,,0.00%
20/08/2013,7.7548,7.7544,7.7553,7.7534,,0.00%
19/08/2013,7.7547,7.7537,7.755,7.7528,,0.01%
16/08/2013,7.7542,7.7543,7.7551,7.753,,0.00%
15/08/2013,7.7545,7.7552,7.7562,7.7535,,-0.01%
14/08/2013,7.7555,7.755,7.7563,7.7545,,0.00%
13/08/2013,7.7552,7.7553,7.7565,7.7545,,-0.01%
12/8/2013,7.756,7.7551,7.7561,7.754,,0.00%
9/8/2013,7.7557,7.756,7.7566,7.754,,-0.01%
8/8/2013,7.7561,7.7566,7.7569,7.7553,,-0.01%
7/8/2013,7.7569,7.7562,7.757,7.7553,,0.00%
6/8/2013,7.7566,7.7567,7.7571,7.7553,,0.00%
5/8/2013,7.7569,7.756,7.7572,7.755,,0.01%
2/8/2013,7.7564,7.7561,7.7575,7.7554,,0.00%
1/8/2013,7.7562,7.7555,7.757,7.7543,,0.01%
31/07/2013,7.7558,7.7549,7.756,7.7534,,0.01%
30/07/2013,7.7553,7.757,7.7577,7.754,,-0.02%
29/07/2013,7.7572,7.756,7.7576,7.7558,,0.00%
26/07/2013,7.7572,7.7572,7.7583,7.756,,0.00%
25/07/2013,7.7574,7.7575,7.7581,7.7566,,0.00%
24/07/2013,7.7577,7.7573,7.7582,7.7565,,0.00%
23/07/2013,7.7576,7.7585,7.7591,7.7566,,-0.02%
22/07/2013,7.7588,7.7575,7.7591,7.7568,,0.01%
19/07/2013,7.7581,7.7579,7.7586,7.7567,,0.00%
18/07/2013,7.7583,7.7567,7.7584,7.7565,,0.01%
17/07/2013,7.7573,7.7576,7.7586,7.756,,-0.01%
16/07/2013,7.7578,7.7593,7.7596,7.7563,,-0.02%
15/07/2013,7.7594,7.7585,7.7596,7.7568,,0.01%
12/7/2013,7.7589,7.7564,7.7591,7.7558,,0.03%
11/7/2013,7.7565,7.7568,7.7579,7.7555,,-0.01%
10/7/2013,7.757,7.7565,7.7577,7.7556,,0.00%
9/7/2013,7.7569,7.7564,7.7576,7.7549,,0.01%
8/7/2013,7.7565,7.7543,7.7565,7.7533,,0.02%
5/7/2013,7.7546,7.753,7.755,7.7527,,0.01%
4/7/2013,7.7536,7.7533,7.7552,7.7517,,-0.01%
3/7/2013,7.7541,7.7532,7.755,7.7525,,0.01%
2/7/2013,7.7532,7.7552,7.7563,7.7525,,-0.03%
1/7/2013,7.7559,7.756,7.7575,7.7545,,-0.01%
28/06/2013,7.7565,7.7579,7.7586,7.7553,,-0.02%
27/06/2013,7.7583,7.759,7.7594,7.7558,,-0.01%
26/06/2013,7.7591,7.758,7.7607,7.756,,0.01%
25/06/2013,7.7583,7.757,7.7586,7.755,,0.01%
24/06/2013,7.7577,7.7577,7.7591,7.7546,,-0.01%
21/06/2013,7.7584,7.757,7.759,7.7533,,0.02%
20/06/2013,7.757,7.7572,7.7585,7.753,,-0.01%
19/06/2013,7.7576,7.7583,7.7593,7.7549,,-0.01%
18/06/2013,7.7584,7.759,7.7599,7.7575,,-0.02%
17/06/2013,7.7596,7.76,7.7617,7.758,,-0.02%
14/06/2013,7.7611,7.7642,7.766,7.7598,,-0.04%
13/06/2013,7.7645,7.7641,7.766,7.763,,0.00%
12/6/2013,7.7644,7.764,7.7656,7.763,,0.00%
11/6/2013,7.7643,7.7635,7.7652,7.7626,,0.00%
10/6/2013,7.7641,7.7626,7.7645,7.7612,,0.02%
7/6/2013,7.7626,7.763,7.7636,7.7608,,-0.01%
6/6/2013,7.7631,7.761,7.7633,7.7595,,0.02%
5/6/2013,7.7613,7.759,7.7622,7.7587,,0.02%
4/6/2013,7.7598,7.7622,7.7637,7.7586,,-0.03%
3/6/2013,7.7622,7.7633,7.7638,7.7616,,-0.01%
31/05/2013,7.7626,7.7636,7.7644,7.7616,,-0.02%
30/05/2013,7.7638,7.7643,7.7645,7.7628,,-0.01%
29/05/2013,7.7644,7.7636,7.7645,7.7626,,0.01%
28/05/2013,7.7638,7.7632,7.7642,7.7627,,0.00%
27/05/2013,7.7635,7.7628,7.7639,7.7623,,0.01%
24/05/2013,7.763,7.7624,7.7643,7.762,,0.00%
23/05/2013,7.7629,7.7606,7.7635,7.7603,,0.02%
22/05/2013,7.7611,7.7611,7.7622,7.76,,0.00%
21/05/2013,7.7614,7.7625,7.763,7.76,,-0.02%
20/05/2013,7.7627,7.7629,7.7637,7.761,,0.00%
17/05/2013,7.763,7.7631,7.7649,7.7616,,0.00%
16/05/2013,7.7633,7.7613,7.7639,7.7609,,0.02%
15/05/2013,7.7619,7.7616,7.7621,7.7604,,0.00%
14/05/2013,7.7619,7.7612,7.7619,7.7602,,0.01%
13/05/2013,7.7613,7.7603,7.762,7.7597,,0.00%
10/5/2013,7.7613,7.7588,7.7615,7.7583,,0.03%
9/5/2013,7.7591,7.7596,7.7604,7.758,,-0.01%
8/5/2013,7.7598,7.7603,7.7617,7.759,,-0.01%
7/5/2013,7.7605,7.7591,7.7619,7.7585,,0.01%
6/5/2013,7.7595,7.7584,7.7606,7.7577,,0.01%
3/5/2013,7.7588,7.7592,7.7603,7.7579,,-0.01%
2/5/2013,7.7594,7.7603,7.7608,7.7578,,-0.01%
1/5/2013,7.7603,7.7596,7.7608,7.759,,0.00%
30/04/2013,7.7601,7.761,7.7622,7.7595,,-0.02%
29/04/2013,7.7613,7.7632,7.7638,7.76,,-0.03%
26/04/2013,7.7633,7.7644,7.7651,7.7624,,-0.02%
25/04/2013,7.7645,7.7641,7.7651,7.763,,0.00%
24/04/2013,7.7644,7.7644,7.7652,7.763,,0.00%
23/04/2013,7.7646,7.7637,7.7652,7.763,,0.01%
22/04/2013,7.764,7.7632,7.765,7.763,,0.00%
19/04/2013,7.7639,7.764,7.7646,7.7623,,-0.01%
18/04/2013,7.7644,7.7626,7.7647,7.762,,0.02%
17/04/2013,7.763,7.7622,7.7637,7.7614,,0.00%
16/04/2013,7.7627,7.7618,7.7633,7.761,,0.00%
15/04/2013,7.7624,7.7617,7.7631,7.761,,0.00%
12/4/2013,7.7622,7.7611,7.7626,7.76,,0.01%
11/4/2013,7.7612,7.763,7.7631,7.76,,-0.02%
10/4/2013,7.763,7.7634,7.7638,7.7606,,-0.01%
9/4/2013,7.7637,7.7632,7.7647,7.7625,,0.00%
8/4/2013,7.7636,7.764,7.7652,7.762,,-0.01%
5/4/2013,7.7645,7.7632,7.7667,7.7617,,0.02%
4/4/2013,7.7632,7.7617,7.7638,7.761,,0.02%
3/4/2013,7.7617,7.762,7.7629,7.761,,-0.01%
2/4/2013,7.7622,7.7623,7.7634,7.7613,,-0.01%
1/4/2013,7.763,7.762,7.7644,7.7619,,-0.01%
29/03/2013,7.7635,7.7625,7.7642,7.7617,,0.01%
28/03/2013,7.7626,7.763,7.7654,7.7616,,-0.01%
27/03/2013,7.7634,7.7596,7.7644,7.7586,,0.04%
26/03/2013,7.7602,7.7617,7.7625,7.758,,-0.02%
25/03/2013,7.7618,7.7626,7.7637,7.7603,,-0.03%
22/03/2013,7.7638,7.7624,7.7643,7.7615,,0.02%
21/03/2013,7.7625,7.7626,7.7635,7.761,,0.00%
20/03/2013,7.7626,7.7617,7.763,7.7607,,0.01%
19/03/2013,7.7622,7.7615,7.7631,7.759,,0.00%
18/03/2013,7.762,7.7601,7.7621,7.7592,,0.01%
15/03/2013,7.7611,7.7581,7.7622,7.757,,0.04%
14/03/2013,7.7583,7.7581,7.7591,7.7564,,-0.01%
13/03/2013,7.7588,7.7568,7.7591,7.756,,0.03%
12/3/2013,7.7568,7.7569,7.7572,7.7555,,0.00%
11/3/2013,7.7571,7.7566,7.7577,7.7557,,0.00%
8/3/2013,7.7569,7.7561,7.7576,7.755,,0.01%
7/3/2013,7.7563,7.7556,7.7574,7.7551,,0.01%
6/3/2013,7.7557,7.7555,7.7565,7.7547,,0.00%
5/3/2013,7.7556,7.7553,7.7566,7.7547,,0.00%
4/3/2013,7.7553,7.7542,7.7575,7.7538,,0.01%
1/3/2013,7.7546,7.755,7.7568,7.7535,,-0.01%
28/02/2013,7.7552,7.7565,7.7576,7.7534,,-0.03%
27/02/2013,7.7572,7.7585,7.7591,7.7563,,-0.02%
26/02/2013,7.7585,7.756,7.7598,7.7554,,0.03%
25/02/2013,7.7561,7.7554,7.757,7.7554,,-0.01%
22/02/2013,7.7565,7.7551,7.758,7.7549,,0.01%
21/02/2013,7.7557,7.7541,7.7562,7.7537,,0.02%
20/02/2013,7.7545,7.754,7.7554,7.7536,,0.00%
19/02/2013,7.7542,7.7535,7.7552,7.7535,,0.00%
18/02/2013,7.7544,7.7543,7.7559,7.7535,,0.00%
15/02/2013,7.7545,7.7538,7.7554,7.7533,,0.01%
14/02/2013,7.754,7.7555,7.7564,7.753,,-0.03%
13/02/2013,7.7562,7.7549,7.7566,7.7545,,0.02%
12/2/2013,7.755,7.7549,7.756,7.754,,-0.01%
11/2/2013,7.7556,7.7545,7.7565,7.754,,0.01%
8/2/2013,7.7547,7.7548,7.7569,7.7538,,0.00%
7/2/2013,7.755,7.7539,7.7568,7.753,,0.01%
6/2/2013,7.7542,7.7541,7.7551,7.7526,,-0.01%
5/2/2013,7.7547,7.7535,7.7552,7.7528,,0.01%
4/2/2013,7.7537,7.7559,7.7585,7.7525,,-0.03%
1/2/2013,7.7564,7.7548,7.7588,7.7535,,0.02%
31/01/2013,7.7552,7.758,7.7583,7.7546,,-0.04%
30/01/2013,7.758,7.7582,7.7597,7.757,,-0.01%
29/01/2013,7.7584,7.7569,7.7601,7.7565,,0.02%
28/01/2013,7.757,7.753,7.759,7.753,,0.04%
25/01/2013,7.7542,7.7533,7.7547,7.7524,,0.01%
24/01/2013,7.7534,7.7529,7.7536,7.752,,0.01%
23/01/2013,7.7529,7.7533,7.7539,7.7523,,-0.01%
22/01/2013,7.7538,7.7531,7.7538,7.752,,0.01%
21/01/2013,7.7532,7.7524,7.7535,7.7519,,0.01%
18/01/2013,7.7526,7.7523,7.7531,7.7515,,0.00%
17/01/2013,7.7523,7.7522,7.753,7.7515,,0.00%
16/01/2013,7.7523,7.7518,7.753,7.751,,0.01%
15/01/2013,7.7519,7.7519,7.7534,7.751,,-0.01%
14/01/2013,7.7523,7.7518,7.7529,7.7512,,0.01%
11/1/2013,7.7519,7.7508,7.7532,7.7506,,0.01%
10/1/2013,7.7512,7.7521,7.7523,7.7506,,-0.01%
9/1/2013,7.7523,7.7513,7.7524,7.7504,,0.01%
8/1/2013,7.7514,7.7502,7.7522,7.75,,0.01%
7/1/2013,7.7508,7.7503,7.7515,7.7496,,0.00%
4/1/2013,7.7505,7.7505,7.7526,7.7499,,0.00%
3/1/2013,7.7508,7.7503,7.7522,7.75,,0.00%
2/1/2013,7.7508,7.7502,7.7524,7.75,,0.00%
1/1/2013,7.7508,7.7498,7.7513,7.7496,,0.01%
31/12/2012,7.7502,7.7512,7.7519,7.7496,,-0.02%
28/12/2012,7.7514,7.7518,7.7524,7.7502,,-0.01%
27/12/2012,7.7519,7.7499,7.7524,7.7497,,0.02%
26/12/2012,7.7505,7.7505,7.7509,7.7496,,0.00%
25/12/2012,7.7506,7.7503,7.7509,7.7495,,0.00%
24/12/2012,7.7505,7.75,7.7511,7.7495,,0.00%
21/12/2012,7.7502,7.75,7.7506,7.7495,,0.00%
20/12/2012,7.75,7.75,7.7506,7.7494,,0.00%
19/12/2012,7.75,7.75,7.7501,7.7494,,0.00%
18/12/2012,7.7501,7.75,7.7507,7.7495,,0.00%
17/12/2012,7.75,7.7497,7.751,7.7495,,0.00%
14/12/2012,7.7501,7.7499,7.7509,7.7495,,0.00%
13/12/2012,7.75,7.7497,7.7507,7.7495,,0.00%
12/12/2012,7.7501,7.75,7.7505,7.7488,,0.00%
11/12/2012,7.75,7.75,7.7506,7.7491,,0.00%
10/12/2012,7.75,7.7499,7.751,7.7488,,0.00%
7/12/2012,7.7501,7.7499,7.7508,7.7489,,0.00%
6/12/2012,7.75,7.7498,7.7509,7.749,,0.00%
5/12/2012,7.75,7.7498,7.7501,7.7488,,0.00%
4/12/2012,7.75,7.7496,7.751,7.7488,,0.00%
3/12/2012,7.75,7.75,7.7507,7.7488,,0.00%
30/11/2012,7.7502,7.7497,7.7506,7.7488,,0.00%
29/11/2012,7.75,7.7498,7.7512,7.7488,,0.00%
28/11/2012,7.75,7.7495,7.7514,7.7488,,0.00%
27/11/2012,7.7501,7.7497,7.751,7.7488,,0.00%
26/11/2012,7.7501,7.7502,7.7508,7.7488,,0.00%
23/11/2012,7.7504,7.7505,7.7513,7.7494,,-0.01%
22/11/2012,7.7508,7.75,7.7519,7.7497,,0.00%
21/11/2012,7.7505,7.7499,7.7519,7.7494,,0.01%
20/11/2012,7.7501,7.7518,7.7526,7.7495,,-0.03%
19/11/2012,7.7524,7.7513,7.7529,7.7508,,0.00%
16/11/2012,7.7523,7.7517,7.7528,7.7507,,0.00%
15/11/2012,7.752,7.7502,7.7526,7.7497,,0.02%
14/11/2012,7.7504,7.7504,7.7515,7.7497,,0.00%
13/11/2012,7.7504,7.7505,7.7508,7.7497,,-0.01%
12/11/2012,7.751,7.7508,7.7516,7.7498,,-0.01%
9/11/2012,7.7515,7.7511,7.7523,7.75,,0.00%
8/11/2012,7.7515,7.7504,7.7518,7.7496,,0.01%
7/11/2012,7.7505,7.7499,7.7507,7.7496,,0.00%
6/11/2012,7.7504,7.7501,7.7512,7.7493,,0.00%
5/11/2012,7.7502,7.7502,7.7508,7.7494,,0.00%
2/11/2012,7.7504,7.7497,7.7512,7.7488,,0.00%
1/11/2012,7.7501,7.7498,7.7507,7.7494,,0.00%
31/10/2012,7.7501,7.7496,7.7508,7.7488,,0.00%
30/10/2012,7.7502,7.7496,7.751,7.7488,,0.00%
29/10/2012,7.7503,7.7501,7.7512,7.7494,,0.00%
26/10/2012,7.7502,7.7497,7.7508,7.7493,,0.00%
25/10/2012,7.7504,7.7504,7.7513,7.7494,,0.00%
24/10/2012,7.7507,7.7501,7.7513,7.7493,,0.01%
23/10/2012,7.7501,7.7496,7.7506,7.7493,,0.00%
22/10/2012,7.7502,7.7502,7.7514,7.7493,,0.00%
19/10/2012,7.75,7.7499,7.7514,7.7493,,0.00%
18/10/2012,7.7502,7.7509,7.7518,7.7495,,-0.02%
17/10/2012,7.7514,7.7511,7.7527,7.75,,0.00%
16/10/2012,7.7514,7.7505,7.7516,7.75,,0.00%
15/10/2012,7.7511,7.7517,7.7524,7.75,,-0.01%
12/10/2012,7.7515,7.7522,7.7528,7.7505,,-0.01%
11/10/2012,7.7524,7.7525,7.7529,7.7508,,0.00%
10/10/2012,7.7527,7.7519,7.7527,7.751,,0.01%
9/10/2012,7.7521,7.7519,7.7536,7.751,,-0.01%
8/10/2012,7.7526,7.752,7.7535,7.7514,,0.00%
5/10/2012,7.7523,7.7539,7.7553,7.7513,,-0.03%
4/10/2012,7.7545,7.7545,7.7557,7.7536,,0.00%
3/10/2012,7.7547,7.7549,7.7561,7.7537,,0.00%
2/10/2012,7.755,7.7541,7.7552,7.7528,,0.01%
1/10/2012,7.7544,7.7536,7.755,7.7527,,0.00%
28/09/2012,7.7544,7.7532,7.7546,7.7525,,0.01%
27/09/2012,7.7538,7.7539,7.755,7.7528,,-0.01%
26/09/2012,7.7544,7.7538,7.7545,7.7524,,0.01%
25/09/2012,7.7538,7.7532,7.7545,7.752,,0.01%
24/09/2012,7.7533,7.753,7.7542,7.7513,,0.00%
21/09/2012,7.7536,7.7529,7.7539,7.7508,,0.00%
20/09/2012,7.7534,7.7531,7.7545,7.7518,,0.00%
19/09/2012,7.7533,7.7522,7.7537,7.7514,,0.01%
18/09/2012,7.7525,7.7512,7.753,7.7509,,0.01%
17/09/2012,7.7517,7.751,7.7532,7.7506,,0.00%
14/09/2012,7.7516,7.7538,7.7553,7.7503,,-0.03%
13/09/2012,7.7543,7.754,7.7559,7.7534,,0.00%
12/9/2012,7.7545,7.7541,7.756,7.7532,,0.00%
11/9/2012,7.7543,7.7547,7.7557,7.7532,,-0.01%
10/9/2012,7.7552,7.7553,7.7566,7.7544,,-0.01%
7/9/2012,7.7559,7.7564,7.7571,7.7548,,-0.01%
6/9/2012,7.7567,7.7563,7.7574,7.7556,,0.00%
5/9/2012,7.7566,7.7561,7.7576,7.7555,,0.00%
4/9/2012,7.7566,7.7565,7.7573,7.7553,,0.00%
3/9/2012,7.7568,7.7553,7.7576,7.755,,0.01%
31/08/2012,7.7557,7.7557,7.7565,7.755,,-0.01%
30/08/2012,7.7561,7.7551,7.7568,7.7549,,0.01%
29/08/2012,7.7556,7.7557,7.7572,7.7549,,-0.01%
28/08/2012,7.7562,7.7557,7.757,7.755,,0.00%
27/08/2012,7.7561,7.7557,7.7568,7.7551,,-0.01%
24/08/2012,7.7569,7.7559,7.7573,7.755,,0.01%
23/08/2012,7.7564,7.7561,7.7576,7.755,,0.00%
22/08/2012,7.7563,7.756,7.7573,7.7557,,-0.01%
21/08/2012,7.7568,7.757,7.7577,7.7558,,-0.01%
20/08/2012,7.7572,7.756,7.7578,7.7554,,0.00%
17/08/2012,7.7569,7.7563,7.7576,7.7555,,0.00%
16/08/2012,7.7568,7.7572,7.7579,7.7557,,-0.01%
15/08/2012,7.7577,7.7562,7.7584,7.7557,,0.01%
14/08/2012,7.7568,7.7565,7.7574,7.7557,,0.00%
13/08/2012,7.7567,7.7567,7.7588,7.7556,,-0.01%
10/8/2012,7.7575,7.7553,7.758,7.7547,,0.03%
9/8/2012,7.7555,7.7551,7.7576,7.7546,,0.00%
8/8/2012,7.7556,7.7547,7.7568,7.7538,,0.01%
7/8/2012,7.7549,7.7551,7.7555,7.7534,,-0.01%
6/8/2012,7.7555,7.7542,7.756,7.7535,,0.01%
3/8/2012,7.7547,7.7541,7.7559,7.7535,,0.00%
2/8/2012,7.7545,7.7551,7.7566,7.7536,,-0.01%
1/8/2012,7.7554,7.7539,7.7558,7.7527,,0.01%
31/07/2012,7.7545,7.7553,7.7558,7.7525,,-0.01%
30/07/2012,7.7554,7.7566,7.7571,7.7541,,-0.02%
27/07/2012,7.7573,7.7584,7.7594,7.756,,-0.02%
26/07/2012,7.7587,7.758,7.7589,7.7565,,0.01%
25/07/2012,7.7583,7.7576,7.7589,7.7565,,0.01%
24/07/2012,7.7575,7.757,7.7587,7.756,,0.00%
23/07/2012,7.7575,7.7558,7.758,7.7554,,0.02%
20/07/2012,7.7562,7.7551,7.7575,7.7547,,0.01%
19/07/2012,7.7556,7.7556,7.7569,7.7544,,0.00%
18/07/2012,7.7559,7.7562,7.7575,7.7552,,0.00%
17/07/2012,7.7561,7.7572,7.7577,7.755,,-0.02%
16/07/2012,7.7574,7.7557,7.758,7.755,,0.00%
13/07/2012,7.7575,7.757,7.7581,7.755,,0.00%
12/7/2012,7.7576,7.7541,7.7583,7.7532,,0.04%
11/7/2012,7.7544,7.7539,7.7555,7.753,,0.01%
10/7/2012,7.754,7.7545,7.7556,7.753,,-0.02%
9/7/2012,7.7553,7.7537,7.7556,7.7521,,0.02%
6/7/2012,7.7538,7.7543,7.755,7.7523,,-0.02%
5/7/2012,7.755,7.7547,7.756,7.7526,,0.00%
4/7/2012,7.7549,7.7539,7.7562,7.7528,,0.00%
3/7/2012,7.7547,7.7579,7.7585,7.7519,,-0.04%
2/7/2012,7.7581,7.7567,7.7587,7.7547,,0.01%
29/06/2012,7.7573,7.7589,7.7595,7.755,,-0.02%
28/06/2012,7.7592,7.7584,7.76,7.7574,,0.01%
27/06/2012,7.7588,7.759,7.7596,7.7578,,0.00%
26/06/2012,7.759,7.7599,7.7609,7.7575,,-0.01%
25/06/2012,7.7601,7.7604,7.7614,7.758,,0.00%
22/06/2012,7.7601,7.7599,7.7616,7.759,,0.00%
21/06/2012,7.7602,7.7587,7.7614,7.758,,0.02%
20/06/2012,7.759,7.7588,7.76,7.7576,,0.00%
19/06/2012,7.759,7.7583,7.7599,7.7578,,0.00%
18/06/2012,7.7587,7.7583,7.7608,7.7576,,-0.01%
15/06/2012,7.7597,7.7588,7.7601,7.757,,0.01%
14/06/2012,7.759,7.7591,7.7595,7.7577,,0.00%
13/06/2012,7.7592,7.7578,7.7593,7.756,,0.01%
12/6/2012,7.7582,7.7596,7.7604,7.753,,-0.03%
11/6/2012,7.7602,7.7575,7.7609,7.757,,0.02%
