Date,Price,Open,High,Low,Vol.,Change %
26/03/2010,7.7623,7.761,7.7629,7.7605,,0.01%
25/03/2010,7.7616,7.7616,7.7625,7.76,,0.00%
24/03/2010,7.7614,7.7614,7.7624,7.76,,-0.01%
23/03/2010,7.762,7.761,7.7626,7.76,,0.01%
22/03/2010,7.761,7.7595,7.762,7.7587,,0.02%
19/03/2010,7.7594,7.7605,7.761,7.758,,-0.01%
18/03/2010,7.7605,7.7614,7.762,7.7598,,-0.01%
17/03/2010,7.7616,7.7609,7.7623,7.7594,,0.01%
16/03/2010,7.7612,7.759,7.7621,7.7575,,0.03%
15/03/2010,7.759,7.7575,7.7596,7.7563,,0.03%
12/3/2010,7.7566,7.759,7.7614,7.756,,-0.03%
11/3/2010,7.7587,7.7584,7.7602,7.7578,,0.01%
10/3/2010,7.7582,7.7587,7.7606,7.7578,,-0.01%
9/3/2010,7.7591,7.758,7.7615,7.7578,,0.01%
8/3/2010,7.7581,7.7622,7.7632,7.757,,-0.05%
5/3/2010,7.7622,7.7629,7.7645,7.7615,,-0.01%
4/3/2010,7.7626,7.7619,7.7637,7.7615,,0.01%
3/3/2010,7.7619,7.7619,7.7637,7.7615,,-0.01%
2/3/2010,7.7627,7.7644,7.7658,7.7613,,-0.03%
1/3/2010,7.765,7.762,7.7658,7.761,,0.03%
26/02/2010,7.7629,7.7639,7.7652,7.7605,,-0.02%
25/02/2010,7.7643,7.765,7.7668,7.7626,,-0.02%
24/02/2010,7.7659,7.7618,7.7667,7.761,,0.05%
23/02/2010,7.7622,7.7627,7.7632,7.76,,0.00%
22/02/2010,7.7624,7.7666,7.7673,7.762,,-0.04%
19/02/2010,7.7656,7.7653,7.7683,7.765,,0.00%
18/02/2010,7.7654,7.7667,7.7689,7.765,,-0.03%
17/02/2010,7.7676,7.7693,7.7705,7.7665,,-0.03%
16/02/2010,7.7703,7.7722,7.7727,7.7695,,-0.02%
15/02/2010,7.7719,7.7698,7.7732,7.7687,,0.03%
12/2/2010,7.7697,7.7694,7.7721,7.7681,,0.01%
11/2/2010,7.769,7.769,7.7718,7.768,,-0.01%
10/2/2010,7.7696,7.7701,7.7724,7.7676,,-0.01%
9/2/2010,7.7705,7.7708,7.7716,7.768,,-0.01%
8/2/2010,7.7713,7.7706,7.7722,7.769,,0.00%
5/2/2010,7.771,7.77,7.7723,7.7688,,0.00%
4/2/2010,7.7709,7.7666,7.771,7.7648,,0.05%
3/2/2010,7.7668,7.7659,7.7678,7.7639,,0.01%
2/2/2010,7.7661,7.7675,7.769,7.7658,,-0.01%
1/2/2010,7.7666,7.765,7.7695,7.7646,,0.04%
29/01/2010,7.7636,7.7674,7.7735,7.7627,,-0.05%
28/01/2010,7.7673,7.7762,7.7771,7.766,,-0.12%
27/01/2010,7.7763,7.7761,7.7772,7.7738,,0.01%
26/01/2010,7.7754,7.7691,7.7761,7.7656,,0.08%
25/01/2010,7.769,7.772,7.7732,7.7663,,-0.05%
22/01/2010,7.7727,7.7714,7.7744,7.7685,,0.01%
21/01/2010,7.7717,7.7687,7.7722,7.7673,,0.03%
20/01/2010,7.769,7.7625,7.7691,7.762,,0.07%
19/01/2010,7.7638,7.7627,7.7652,7.7615,,0.00%
18/01/2010,7.7636,7.7594,7.7639,7.7592,,0.04%
15/01/2010,7.7607,7.7578,7.7612,7.7564,,0.03%
14/01/2010,7.758,7.7562,7.7585,7.7548,,0.01%
13/01/2010,7.7574,7.755,7.7576,7.754,,0.03%
12/1/2010,7.7551,7.7547,7.7559,7.754,,0.00%
11/1/2010,7.755,7.7552,7.7563,7.754,,-0.01%
8/1/2010,7.7557,7.7555,7.7572,7.7546,,0.00%
7/1/2010,7.7554,7.7543,7.7562,7.7536,,0.01%
6/1/2010,7.7544,7.7558,7.7568,7.7536,,-0.02%
5/1/2010,7.7557,7.755,7.7582,7.7549,,0.00%
4/1/2010,7.7557,7.7536,7.7589,7.7536,,0.02%
1/1/2010,7.7545,7.7544,7.7553,7.7538,,0.01%
31/12/2009,7.7537,7.7545,7.7559,7.7525,,-0.01%
30/12/2009,7.7543,7.7549,7.7557,7.7535,,0.00%
29/12/2009,7.7545,7.7547,7.7578,7.7535,,-0.01%
28/12/2009,7.755,7.7548,7.7571,7.754,,-0.01%
25/12/2009,7.7556,7.7554,7.7556,7.7554,,0.00%
24/12/2009,7.7556,7.7534,7.7568,7.753,,0.03%
23/12/2009,7.7535,7.7548,7.7556,7.7527,,-0.02%
22/12/2009,7.7549,7.7547,7.7572,7.7515,,0.00%
21/12/2009,7.755,7.7566,7.7573,7.753,,-0.03%
18/12/2009,7.757,7.755,7.7585,7.755,,0.01%
17/12/2009,7.7562,7.7527,7.7578,7.7522,,0.04%
16/12/2009,7.7529,7.7525,7.7548,7.752,,0.00%
15/12/2009,7.7532,7.7511,7.7545,7.7509,,0.02%
14/12/2009,7.7515,7.75,7.752,7.75,,0.02%
11/12/2009,7.7502,7.7499,7.7513,7.7498,,0.00%
10/12/2009,7.7504,7.7501,7.7509,7.7498,,0.00%
9/12/2009,7.7505,7.7498,7.751,7.7498,,0.00%
8/12/2009,7.7503,7.7497,7.7508,7.7496,,0.00%
7/12/2009,7.7502,7.7495,7.7507,7.7495,,0.00%
4/12/2009,7.75,7.7496,7.7505,7.7495,,0.00%
3/12/2009,7.75,7.7496,7.7506,7.7495,,0.00%
2/12/2009,7.7498,7.7496,7.7503,7.749,,0.00%
1/12/2009,7.7498,7.7496,7.7503,7.749,,0.00%
30/11/2009,7.7499,7.7496,7.751,7.7495,,-0.01%
27/11/2009,7.7504,7.7497,7.7506,7.7495,,0.00%
26/11/2009,7.7502,7.75,7.7507,7.7495,,0.00%
25/11/2009,7.7502,7.7496,7.7503,7.7495,,0.00%
24/11/2009,7.75,7.7496,7.7504,7.7495,,0.01%
23/11/2009,7.7495,7.7495,7.7507,7.749,,-0.01%
20/11/2009,7.75,7.7497,7.7505,7.7495,,0.00%
19/11/2009,7.75,7.7499,7.7505,7.7495,,0.00%
18/11/2009,7.75,7.7499,7.7505,7.7495,,0.00%
17/11/2009,7.7501,7.7499,7.7502,7.7495,,0.00%
16/11/2009,7.7501,7.75,7.7503,7.7495,,0.00%
13/11/2009,7.75,7.7496,7.7505,7.7495,,0.00%
12/11/2009,7.75,7.7495,7.7504,7.7495,,0.00%
11/11/2009,7.7499,7.7496,7.7503,7.7495,,0.00%
10/11/2009,7.75,7.7496,7.7504,7.7495,,0.00%
9/11/2009,7.75,7.7495,7.7506,7.7495,,0.00%
6/11/2009,7.7499,7.7495,7.7504,7.7495,,0.00%
5/11/2009,7.7498,7.7499,7.7504,7.749,,0.00%
4/11/2009,7.7501,7.75,7.7508,7.7495,,0.00%
3/11/2009,7.75,7.7496,7.7507,7.7495,,0.00%
2/11/2009,7.75,7.7495,7.7508,7.7495,,0.00%
30/10/2009,7.7501,7.7498,7.7505,7.7495,,0.00%
29/10/2009,7.7504,7.7499,7.7508,7.7495,,0.00%
28/10/2009,7.7502,7.7499,7.7507,7.7495,,0.00%
27/10/2009,7.7501,7.7498,7.7507,7.7495,,0.00%
26/10/2009,7.7501,7.7498,7.7505,7.7495,,0.00%
23/10/2009,7.7499,7.7495,7.7504,7.749,,0.00%
22/10/2009,7.7501,7.7495,7.7505,7.7495,,0.00%
21/10/2009,7.7501,7.7495,7.7506,7.7495,,0.00%
20/10/2009,7.75,7.7496,7.7507,7.7495,,0.00%
19/10/2009,7.7501,7.7495,7.7508,7.7495,,0.00%
16/10/2009,7.75,7.7495,7.7507,7.7494,,0.00%
15/10/2009,7.75,7.7495,7.7507,7.7494,,0.00%
14/10/2009,7.7501,7.7499,7.7505,7.749,,0.00%
13/10/2009,7.7502,7.75,7.7505,7.7494,,0.00%
12/10/2009,7.7501,7.75,7.7506,7.7495,,0.00%
9/10/2009,7.75,7.7498,7.7509,7.7495,,0.00%
8/10/2009,7.7501,7.75,7.7505,7.7494,,0.00%
7/10/2009,7.7501,7.75,7.7507,7.7495,,0.00%
6/10/2009,7.7501,7.7499,7.7507,7.7496,,0.00%
5/10/2009,7.7502,7.75,7.7507,7.7496,,0.00%
2/10/2009,7.75,7.7495,7.7508,7.7495,,0.00%
1/10/2009,7.7501,7.7495,7.7507,7.7495,,0.00%
30/09/2009,7.7501,7.7496,7.7507,7.7495,,0.00%
29/09/2009,7.7502,7.7496,7.7507,7.7495,,0.00%
28/09/2009,7.7501,7.7497,7.7508,7.7495,,0.00%
25/09/2009,7.7502,7.7496,7.7512,7.7496,,0.00%
24/09/2009,7.7504,7.7499,7.751,7.7496,,0.00%
23/09/2009,7.7506,7.7498,7.7511,7.7497,,0.00%
22/09/2009,7.7504,7.7497,7.7511,7.7497,,0.00%
21/09/2009,7.7507,7.7498,7.7511,7.7496,,0.00%
18/09/2009,7.7507,7.7495,7.751,7.7495,,0.01%
17/09/2009,7.7502,7.7495,7.7508,7.7495,,0.00%
16/09/2009,7.7501,7.7495,7.7506,7.7495,,0.00%
15/09/2009,7.7501,7.7495,7.7506,7.7495,,0.00%
14/09/2009,7.7501,7.7495,7.7504,7.7495,,0.00%
11/9/2009,7.7501,7.7501,7.7511,7.7495,,-0.01%
10/9/2009,7.7506,7.7499,7.7511,7.7497,,0.00%
9/9/2009,7.7506,7.7495,7.7511,7.7495,,0.01%
8/9/2009,7.7502,7.7497,7.7509,7.7495,,0.00%
7/9/2009,7.7504,7.75,7.7512,7.7497,,0.00%
4/9/2009,7.7506,7.7502,7.7515,7.7497,,-0.01%
3/9/2009,7.7511,7.7506,7.7513,7.75,,0.00%
2/9/2009,7.7513,7.7503,7.7517,7.7498,,0.01%
1/9/2009,7.7509,7.7504,7.7516,7.7498,,0.00%
31/08/2009,7.7506,7.7502,7.7512,7.7497,,-0.01%
28/08/2009,7.7513,7.7507,7.752,7.75,,0.00%
27/08/2009,7.7514,7.7503,7.7522,7.75,,0.01%
26/08/2009,7.751,7.7498,7.7515,7.7496,,0.01%
25/08/2009,7.7504,7.7496,7.751,7.7495,,0.00%
24/08/2009,7.7501,7.7505,7.7517,7.7495,,-0.01%
21/08/2009,7.7509,7.7505,7.7523,7.75,,-0.01%
20/08/2009,7.7514,7.7508,7.7521,7.75,,0.00%
19/08/2009,7.7515,7.7507,7.7529,7.7507,,0.00%
18/08/2009,7.7513,7.7507,7.7518,7.75,,0.01%
17/08/2009,7.7509,7.7499,7.7513,7.7498,,0.00%
14/08/2009,7.7506,7.75,7.7514,7.7499,,0.00%
13/08/2009,7.7507,7.75,7.7513,7.7499,,0.00%
12/8/2009,7.751,7.75,7.7514,7.7499,,0.01%
11/8/2009,7.7506,7.7496,7.7509,7.7496,,0.01%
10/8/2009,7.7502,7.7497,7.7508,7.7496,,-0.01%
7/8/2009,7.7506,7.7498,7.7508,7.7497,,0.00%
6/8/2009,7.7503,7.7496,7.7505,7.7495,,0.00%
5/8/2009,7.7502,7.7495,7.7509,7.7495,,0.00%
4/8/2009,7.7501,7.7495,7.7505,7.7495,,0.00%
3/8/2009,7.75,7.7495,7.7506,7.7495,,0.00%
31/07/2009,7.7501,7.7495,7.7503,7.7495,,0.00%
30/07/2009,7.75,7.7495,7.7506,7.7495,,0.00%
29/07/2009,7.75,7.7495,7.7505,7.7495,,-0.01%
28/07/2009,7.7506,7.7496,7.7509,7.749,,0.01%
27/07/2009,7.7501,7.75,7.7503,7.7495,,0.00%
24/07/2009,7.7501,7.75,7.7507,7.7495,,0.00%
23/07/2009,7.7502,7.7495,7.7503,7.7495,,0.00%
22/07/2009,7.7505,7.75,7.7507,7.7495,,0.00%
21/07/2009,7.7502,7.75,7.7503,7.7495,,0.00%
20/07/2009,7.7501,7.75,7.7505,7.7495,,0.00%
17/07/2009,7.7501,7.7499,7.7505,7.7495,,0.00%
16/07/2009,7.7501,7.7501,7.7506,7.7495,,0.00%
15/07/2009,7.7504,7.7501,7.7509,7.7495,,0.00%
14/07/2009,7.7506,7.7504,7.7507,7.7495,,0.00%
13/07/2009,7.7507,7.7503,7.7508,7.7497,,0.00%
10/7/2009,7.7505,7.7503,7.7508,7.7495,,0.00%
9/7/2009,7.7506,7.7504,7.7509,7.7496,,0.00%
8/7/2009,7.7508,7.7499,7.751,7.7495,,0.01%
7/7/2009,7.7501,7.7495,7.7505,7.7495,,-0.01%
6/7/2009,7.7506,7.75,7.7507,7.7495,,0.01%
3/7/2009,7.7499,7.7499,7.7506,7.7494,,0.00%
2/7/2009,7.7501,7.7495,7.7505,7.7493,,0.00%
1/7/2009,7.7502,7.7495,7.7509,7.7495,,0.00%
30/06/2009,7.7501,7.7495,7.7503,7.749,,0.00%
29/06/2009,7.7501,7.7496,7.7503,7.7495,,0.00%
26/06/2009,7.7503,7.7495,7.7504,7.7495,,0.00%
25/06/2009,7.7502,7.7495,7.7506,7.7495,,0.00%
24/06/2009,7.7502,7.7495,7.751,7.7495,,0.00%
23/06/2009,7.7502,7.7499,7.7516,7.749,,-0.01%
22/06/2009,7.7511,7.7499,7.7511,7.7495,,0.02%
19/06/2009,7.7499,7.7497,7.7508,7.7495,,0.00%
18/06/2009,7.7502,7.7496,7.7511,7.7495,,0.00%
17/06/2009,7.7503,7.7495,7.7511,7.7495,,0.00%
16/06/2009,7.7503,7.75,7.7514,7.7493,,0.00%
15/06/2009,7.7506,7.7495,7.7513,7.7494,,0.00%
12/6/2009,7.7504,7.7508,7.7518,7.749,,-0.02%
11/6/2009,7.7519,7.7505,7.7524,7.75,,0.01%
10/6/2009,7.7515,7.7505,7.7524,7.7498,,0.01%
9/6/2009,7.751,7.7508,7.7529,7.75,,-0.01%
8/6/2009,7.7516,7.7505,7.7529,7.7497,,-0.01%
5/6/2009,7.7522,7.7506,7.7522,7.7498,,0.01%
4/6/2009,7.7516,7.7515,7.7532,7.75,,-0.01%
3/6/2009,7.7522,7.7506,7.7531,7.75,,0.01%
2/6/2009,7.7515,7.7503,7.7536,7.7494,,0.01%
1/6/2009,7.7506,7.7513,7.7526,7.7497,,-0.02%
29/05/2009,7.7521,7.753,7.7536,7.75,,-0.02%
28/05/2009,7.7533,7.753,7.7538,7.7511,,-0.01%
27/05/2009,7.7537,7.752,7.7538,7.7507,,0.01%
26/05/2009,7.7527,7.7505,7.7528,7.7497,,0.02%
25/05/2009,7.7513,7.7506,7.753,7.7498,,-0.01%
22/05/2009,7.7523,7.7522,7.7532,7.7504,,-0.01%
21/05/2009,7.7529,7.7513,7.7538,7.7505,,0.01%
20/05/2009,7.7518,7.751,7.7537,7.7502,,0.00%
19/05/2009,7.7516,7.7528,7.7539,7.7498,,-0.02%
18/05/2009,7.7534,7.75,7.7546,7.7493,,0.03%
15/05/2009,7.751,7.7496,7.7523,7.7488,,0.01%
14/05/2009,7.7501,7.7497,7.7508,7.7486,,0.00%
13/05/2009,7.7503,7.7496,7.7512,7.7487,,0.00%
12/5/2009,7.7503,7.7496,7.7503,7.7485,,0.00%
11/5/2009,7.7501,7.7495,7.7504,7.7486,,0.00%
8/5/2009,7.7501,7.7496,7.7505,7.7486,,0.00%
7/5/2009,7.7502,7.7496,7.7509,7.7487,,0.00%
6/5/2009,7.7501,7.7495,7.7506,7.749,,0.00%
5/5/2009,7.7501,7.7496,7.7507,7.749,,0.00%
4/5/2009,7.7502,7.7495,7.7509,7.749,,0.00%
1/5/2009,7.7502,7.7495,7.751,7.7486,,0.00%
30/04/2009,7.7501,7.7495,7.7509,7.7486,,0.00%
29/04/2009,7.7502,7.7496,7.7511,7.749,,0.01%
28/04/2009,7.7495,7.7496,7.7523,7.7486,,-0.01%
27/04/2009,7.7501,7.7499,7.7507,7.7485,,0.00%
24/04/2009,7.7501,7.7495,7.7507,7.7486,,0.00%
23/04/2009,7.7501,7.7495,7.7506,7.7486,,0.00%
22/04/2009,7.7501,7.7495,7.7508,7.7486,,-0.01%
21/04/2009,7.7508,7.7495,7.7515,7.7487,,0.01%
20/04/2009,7.75,7.7495,7.7509,7.7477,,0.00%
17/04/2009,7.7499,7.7496,7.7508,7.7487,,-0.01%
16/04/2009,7.7503,7.7497,7.7517,7.7487,,0.00%
15/04/2009,7.7503,7.7499,7.7512,7.7487,,0.00%
14/04/2009,7.7506,7.7502,7.7509,7.7489,,0.00%
13/04/2009,7.7505,7.7501,7.7513,7.7488,,0.00%
10/4/2009,7.7504,7.7498,7.7515,7.7488,,0.01%
9/4/2009,7.75,7.7495,7.7521,7.7487,,0.00%
8/4/2009,7.7501,7.7497,7.7515,7.7489,,0.00%
7/4/2009,7.7501,7.7499,7.7518,7.749,,0.00%
6/4/2009,7.7502,7.7495,7.7524,7.7486,,0.00%
3/4/2009,7.7502,7.7495,7.7508,7.7486,,0.00%
2/4/2009,7.7501,7.7495,7.7508,7.7486,,0.00%
1/4/2009,7.75,7.7495,7.7515,7.7486,,-0.01%
31/03/2009,7.7504,7.7495,7.751,7.7486,,0.00%
30/03/2009,7.7501,7.7495,7.7508,7.7486,,0.00%
27/03/2009,7.7502,7.7498,7.7512,7.7486,,0.00%
26/03/2009,7.7501,7.7495,7.7505,7.7486,,0.00%
25/03/2009,7.7502,7.7495,7.751,7.7451,,0.00%
24/03/2009,7.7501,7.7495,7.7507,7.7486,,0.00%
23/03/2009,7.75,7.7497,7.751,7.7486,,0.00%
20/03/2009,7.7503,7.7502,7.7523,7.749,,-0.01%
19/03/2009,7.7512,7.7515,7.7529,7.75,,-0.02%
18/03/2009,7.7524,7.7517,7.753,7.7508,,0.00%
17/03/2009,7.7523,7.7512,7.7531,7.7504,,0.00%
16/03/2009,7.7521,7.752,7.7534,7.7507,,0.00%
13/03/2009,7.7524,7.753,7.7545,7.7515,,-0.01%
12/3/2009,7.7534,7.7545,7.7562,7.752,,-0.02%
11/3/2009,7.7551,7.755,7.7569,7.754,,-0.01%
10/3/2009,7.7558,7.7552,7.7568,7.7543,,0.00%
9/3/2009,7.7558,7.755,7.7567,7.7538,,0.01%
6/3/2009,7.755,7.7565,7.7584,7.754,,-0.03%
5/3/2009,7.7574,7.7585,7.76,7.756,,-0.01%
4/3/2009,7.7585,7.758,7.7603,7.7564,,0.00%
3/3/2009,7.7585,7.7563,7.7595,7.7551,,0.02%
2/3/2009,7.7571,7.7545,7.7587,7.7536,,0.03%
27/02/2009,7.755,7.753,7.7557,7.7524,,0.02%
26/02/2009,7.7536,7.7541,7.7551,7.7521,,-0.02%
25/02/2009,7.755,7.7521,7.7552,7.7513,,0.03%
24/02/2009,7.7524,7.7529,7.7542,7.7515,,-0.02%
23/02/2009,7.7536,7.7529,7.7547,7.7512,,0.01%
20/02/2009,7.7531,7.7541,7.7556,7.752,,-0.02%
19/02/2009,7.7546,7.7555,7.7561,7.7525,,-0.01%
18/02/2009,7.7554,7.754,7.7559,7.7529,,0.02%
17/02/2009,7.7541,7.7533,7.7552,7.7521,,0.01%
16/02/2009,7.7535,7.7522,7.7545,7.7514,,0.01%
13/02/2009,7.7527,7.7509,7.7542,7.7504,,0.01%
12/2/2009,7.7519,7.751,7.753,7.7497,,0.00%
11/2/2009,7.7518,7.751,7.7529,7.75,,-0.01%
10/2/2009,7.7524,7.7522,7.7537,7.7508,,0.00%
9/2/2009,7.7522,7.753,7.7546,7.751,,-0.01%
6/2/2009,7.7528,7.7528,7.7555,7.752,,-0.01%
5/2/2009,7.7536,7.7526,7.7549,7.7517,,0.00%
4/2/2009,7.7534,7.753,7.7553,7.752,,0.01%
3/2/2009,7.7527,7.7535,7.7549,7.7514,,-0.01%
2/2/2009,7.7538,7.7538,7.7572,7.753,,0.00%
30/01/2009,7.7538,7.7558,7.7573,7.753,,-0.03%
29/01/2009,7.7565,7.7569,7.7588,7.7554,,-0.01%
28/01/2009,7.7572,7.7578,7.7598,7.756,,-0.02%
27/01/2009,7.7591,7.7577,7.7603,7.7555,,0.01%
26/01/2009,7.7582,7.7563,7.7601,7.7545,,0.03%
23/01/2009,7.7557,7.7587,7.7599,7.755,,-0.05%
22/01/2009,7.7595,7.7598,7.7601,7.7575,,-0.01%
21/01/2009,7.7599,7.7584,7.7605,7.7568,,0.02%
20/01/2009,7.7587,7.7578,7.7603,7.7557,,0.01%
19/01/2009,7.758,7.7582,7.7601,7.757,,-0.01%
16/01/2009,7.7584,7.7599,7.7614,7.7567,,-0.03%
15/01/2009,7.7608,7.7568,7.7624,7.7553,,0.04%
14/01/2009,7.7576,7.7564,7.7587,7.7537,,0.01%
13/01/2009,7.757,7.7531,7.7576,7.7528,,0.03%
12/1/2009,7.7546,7.7563,7.7591,7.7532,,-0.03%
9/1/2009,7.7569,7.7545,7.7621,7.754,,0.01%
8/1/2009,7.7561,7.7508,7.7567,7.7501,,0.05%
7/1/2009,7.7519,7.7533,7.7544,7.7505,,-0.02%
6/1/2009,7.7535,7.7515,7.7548,7.751,,0.02%
5/1/2009,7.7516,7.7499,7.7551,7.7492,,0.01%
2/1/2009,7.7505,7.7496,7.7516,7.7495,,0.01%
1/1/2009,7.7501,7.7496,7.7505,7.7493,,0.00%
31/12/2008,7.7503,7.7495,7.7504,7.7494,,0.01%
30/12/2008,7.7499,7.7505,7.7511,7.7486,,-0.01%
29/12/2008,7.7505,7.7501,7.7509,7.7486,,0.00%
26/12/2008,7.7506,7.7498,7.7508,7.7486,,0.01%
25/12/2008,7.7502,7.7501,7.7524,7.7483,,-0.01%
24/12/2008,7.7506,7.7498,7.7514,7.7486,,0.01%
23/12/2008,7.7499,7.7503,7.7511,7.7494,,-0.01%
22/12/2008,7.7508,7.7498,7.7513,7.7488,,0.01%
19/12/2008,7.7499,7.75,7.7512,7.7485,,0.00%
18/12/2008,7.7498,7.7497,7.7506,7.7486,,0.00%
17/12/2008,7.7499,7.7494,7.7511,7.7486,,0.00%
16/12/2008,7.75,7.7506,7.7509,7.7486,,0.00%
15/12/2008,7.7503,7.7495,7.7508,7.7486,,0.01%
12/12/2008,7.7499,7.7497,7.7506,7.7486,,0.00%
11/12/2008,7.75,7.7495,7.7507,7.7486,,0.00%
10/12/2008,7.75,7.7496,7.7508,7.7488,,0.00%
9/12/2008,7.7499,7.7499,7.7512,7.749,,0.00%
8/12/2008,7.7502,7.7505,7.7517,7.7491,,0.00%
5/12/2008,7.7504,7.7511,7.7523,7.7491,,-0.01%
4/12/2008,7.7515,7.7516,7.7526,7.75,,0.00%
3/12/2008,7.7518,7.7503,7.7532,7.7497,,0.01%
2/12/2008,7.7514,7.7503,7.7523,7.7491,,0.00%
1/12/2008,7.7513,7.7502,7.7529,7.7487,,0.01%
28/11/2008,7.7503,7.751,7.7534,7.7489,,-0.01%
27/11/2008,7.7514,7.7525,7.7552,7.7503,,-0.02%
26/11/2008,7.7532,7.7546,7.7576,7.7525,,-0.02%
25/11/2008,7.7551,7.7512,7.7583,7.7501,,0.05%
24/11/2008,7.7515,7.75,7.753,7.7498,,0.01%
21/11/2008,7.7506,7.7495,7.7523,7.7486,,0.00%
20/11/2008,7.7507,7.75,7.751,7.7486,,0.00%
19/11/2008,7.7504,7.7499,7.7509,7.7486,,0.00%
18/11/2008,7.7503,7.75,7.7511,7.7487,,0.00%
17/11/2008,7.7505,7.75,7.751,7.7487,,0.01%
14/11/2008,7.7501,7.7504,7.7513,7.7486,,0.00%
13/11/2008,7.7502,7.751,7.7516,7.7486,,-0.01%
12/11/2008,7.7507,7.7501,7.7534,7.7487,,0.01%
11/11/2008,7.7502,7.7498,7.7507,7.7485,,0.00%
10/11/2008,7.75,7.7497,7.7505,7.7486,,0.00%
7/11/2008,7.7501,7.7494,7.7507,7.7486,,0.00%
6/11/2008,7.7501,7.7501,7.7519,7.7486,,0.00%
5/11/2008,7.7501,7.7497,7.7519,7.7487,,0.00%
4/11/2008,7.75,7.7499,7.751,7.7487,,0.00%
3/11/2008,7.7501,7.7507,7.7521,7.7493,,0.00%
31/10/2008,7.75,7.7503,7.7524,7.7494,,-0.01%
30/10/2008,7.7511,7.7512,7.7533,7.7496,,0.00%
29/10/2008,7.7512,7.7529,7.7544,7.7503,,-0.01%
28/10/2008,7.7518,7.751,7.7548,7.7494,,-0.02%
27/10/2008,7.7533,7.7519,7.7543,7.7491,,0.00%
24/10/2008,7.7533,7.7538,7.756,7.7497,,-0.01%
23/10/2008,7.754,7.7531,7.757,7.7507,,0.00%
22/10/2008,7.7538,7.7531,7.7569,7.751,,0.01%
21/10/2008,7.7533,7.7551,7.7578,7.7519,,-0.02%
20/10/2008,7.7551,7.7566,7.7614,7.7535,,0.00%
17/10/2008,7.7552,7.758,7.7607,7.7533,,-0.02%
16/10/2008,7.7566,7.7579,7.7602,7.7532,,-0.02%
15/10/2008,7.758,7.7581,7.7644,7.7551,,0.01%
14/10/2008,7.7575,7.7592,7.7653,7.756,,-0.02%
13/10/2008,7.7591,7.7603,7.7646,7.7555,,-0.05%
10/10/2008,7.7633,7.7615,7.7667,7.7531,,0.01%
9/10/2008,7.7628,7.7626,7.7696,7.7594,,-0.04%
8/10/2008,7.766,7.772,7.7731,7.7608,,-0.08%
7/10/2008,7.7725,7.7687,7.7749,7.764,,0.05%
6/10/2008,7.7688,7.771,7.7736,7.7646,,-0.01%
3/10/2008,7.7698,7.7715,7.7727,7.7669,,-0.03%
2/10/2008,7.7725,7.7681,7.7738,7.7659,,0.05%
1/10/2008,7.7685,7.7664,7.7701,7.7634,,0.03%
30/09/2008,7.7663,7.764,7.7733,7.7613,,0.06%
29/09/2008,7.7614,7.7741,7.7773,7.7601,,-0.20%
26/09/2008,7.7766,7.7783,7.7843,7.7685,,-0.03%
25/09/2008,7.7789,7.765,7.7797,7.7627,,0.16%
24/09/2008,7.7665,7.7592,7.7673,7.7579,,0.10%
23/09/2008,7.7586,7.7693,7.7715,7.7565,,-0.13%
22/09/2008,7.7687,7.7784,7.7807,7.768,,-0.12%
19/09/2008,7.7778,7.7813,7.7861,7.7755,,-0.04%
18/09/2008,7.7813,7.7791,7.7841,7.7749,,0.03%
17/09/2008,7.7791,7.7771,7.7872,7.7745,,0.03%
16/09/2008,7.7764,7.7899,7.7958,7.7725,,-0.18%
15/09/2008,7.7903,7.7965,7.799,7.7829,,-0.10%
12/9/2008,7.7981,7.7976,7.7995,7.7944,,0.00%
11/9/2008,7.7981,7.798,7.8004,7.7963,,-0.01%
10/9/2008,7.7986,7.8009,7.8015,7.7967,,-0.03%
9/9/2008,7.801,7.7999,7.8028,7.795,,0.01%
8/9/2008,7.8003,7.8057,7.8078,7.7995,,-0.08%
5/9/2008,7.8065,7.8068,7.8104,7.8049,,-0.01%
4/9/2008,7.8074,7.8075,7.809,7.805,,-0.02%
3/9/2008,7.8088,7.807,7.81,7.8058,,0.01%
2/9/2008,7.8081,7.8052,7.8088,7.8037,,0.03%
1/9/2008,7.8057,7.8046,7.8069,7.8023,,0.00%
29/08/2008,7.8057,7.8059,7.81,7.7982,,-0.01%
28/08/2008,7.8065,7.8073,7.8092,7.8055,,-0.01%
27/08/2008,7.8074,7.8064,7.8092,7.8057,,0.01%
26/08/2008,7.807,7.8072,7.8087,7.806,,-0.01%
25/08/2008,7.8078,7.8057,7.8104,7.8043,,0.03%
22/08/2008,7.8057,7.806,7.8082,7.8049,,-0.01%
21/08/2008,7.8065,7.809,7.8115,7.8047,,-0.06%
20/08/2008,7.8114,7.8101,7.8123,7.8071,,0.01%
19/08/2008,7.8107,7.8116,7.8135,7.81,,-0.02%
18/08/2008,7.8121,7.8134,7.8144,7.8113,,-0.01%
15/08/2008,7.8125,7.8097,7.8158,7.8086,,0.03%
14/08/2008,7.8103,7.8075,7.8118,7.8063,,0.03%
13/08/2008,7.808,7.808,7.8094,7.8038,,-0.01%
12/8/2008,7.8089,7.8087,7.8111,7.8064,,-0.01%
11/8/2008,7.8095,7.8097,7.8141,7.8078,,-0.01%
8/8/2008,7.8105,7.8038,7.8158,7.8025,,0.08%
7/8/2008,7.8039,7.804,7.8066,7.8028,,-0.01%
